Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;In;0x201;296;369.1383;8;F1;0C;AC;00;14;FF;F5;FF;0.1128
CAN 1;In;0x101;297;369.2502;8;01;0D;F0;04;84;FE;4C;41;0.1127
CAN 1;In;0x201;297;369.2509;8;01;0D;98;00;1F;FF;DF;FF;0.1127
CAN 1;In;0x101;298;369.3634;8;01;0D;D8;04;60;FE;F8;40;0.1132
CAN 1;In;0x201;298;369.3641;8;01;0D;9C;00;1F;FF;E4;FF;0.1132
CAN 1;In;0x101;299;369.4763;8;F1;0C;1C;05;80;FE;FC;40;0.1128
CAN 1;In;0x201;299;369.4769;8;F1;0C;A4;00;25;FF;F8;FF;0.1127
CAN 1;In;0x101;300;369.5894;8;F1;0C;54;05;80;FE;0C;41;0.1131
CAN 1;In;0x201;300;369.5901;8;F1;0C;90;00;29;FF;EE;FF;0.1132
CAN 1;In;0x101;301;369.7023;8;01;0D;D0;04;38;FE;C0;40;0.1129
CAN 1;In;0x201;301;369.7031;8;01;0D;A1;00;11;FF;F2;FF;0.1130
CAN 1;In;0x201;302;369.8287;8;F0;0C;A6;00;22;FF;E9;FF;0.1256
CAN 1;In;0x101;302;369.8445;8;F0;0C;F8;04;BC;FE;E0;40;0.1422
CAN 1;In;0x101;303;369.9286;8;00;0D;40;05;B8;FE;44;41;0.0841
CAN 1;In;0x201;303;369.9298;8;00;0D;9F;00;1B;FF;EA;FF;0.1011
CAN 1;In;0x101;304;370.0423;8;F0;0C;60;05;94;FE;F4;40;0.1138
CAN 1;In;0x201;304;370.0431;8;F0;0C;8D;00;0D;FF;F7;FF;0.1133
CAN 1;In;0x101;305;370.1551;8;F1;0C;1C;05;68;FE;04;41;0.1128
CAN 1;In;0x201;305;370.1559;8;F1;0C;A9;00;12;FF;EC;FF;0.1129
CAN 1;In;0x101;306;370.2680;8;F1;0C;68;05;BC;FE;D0;40;0.1129
CAN 1;In;0x201;306;370.2688;8;F1;0C;99;00;20;FF;F0;FF;0.1129
CAN 1;In;0x101;307;370.3811;8;F1;0C;48;05;10;FF;40;40;0.1131
CAN 1;In;0x201;307;370.3817;8;F1;0C;AE;00;15;FF;F1;FF;0.1129
CAN 1;In;0x101;308;370.4941;8;F1;0C;1C;05;7C;FE;34;41;0.1130
CAN 1;In;0x201;308;370.4951;8;F1;0C;B1;00;28;FF;F1;FF;0.1134
CAN 1;In;0x201;309;370.6331;8;F1;0C;A3;00;0B;FF;FB;FF;0.1380
CAN 1;In;0x101;309;370.6333;8;F1;0C;30;05;C4;FE;78;40;0.1392
CAN 1;In;0x101;310;370.7140;8;F0;0C;28;05;E4;FE;A8;40;0.0808
CAN 1;In;0x201;310;370.7256;8;F0;0C;AC;00;1C;FF;F5;FF;0.0926
CAN 1;In;0x201;311;370.8241;8;F0;0C;B2;00;19;FF;EA;FF;0.0985
CAN 1;In;0x101;311;370.8243;8;F0;0C;F4;04;A4;FE;FC;40;0.1103
CAN 1;In;0x101;312;370.9260;8;00;0D;00;05;44;FE;1C;41;0.1017
CAN 1;In;0x201;312;370.9268;8;00;0D;A4;00;1C;FF;FE;FF;0.1027
CAN 1;In;0x101;313;371.0390;8;F1;0C;EC;04;C8;FE;A0;40;0.1130
CAN 1;In;0x201;313;371.0397;8;F1;0C;A1;00;16;FF;E0;FF;0.1129
CAN 1;In;0x101;314;371.1519;8;F1;0C;24;05;70;FE;90;40;0.1129
CAN 1;In;0x201;314;371.1526;8;F1;0C;9F;00;06;FF;E7;FF;0.1129
CAN 1;In;0x101;315;371.2649;8;F1;0C;34;05;BC;FE;B0;41;0.1130
CAN 1;In;0x201;315;371.2656;8;F1;0C;A1;00;15;FF;EA;FF;0.1129
CAN 1;In;0x101;316;371.3779;8;F0;0C;4C;05;00;FF;78;40;0.1130
CAN 1;In;0x201;316;371.3787;8;F0;0C;A2;00;11;FF;FA;FF;0.1131
CAN 1;In;0x101;317;371.4909;8;F1;0C;DC;04;5C;FE;FC;40;0.1130
CAN 1;In;0x201;317;371.4915;8;F1;0C;9E;00;13;FF;F6;FF;0.1128
CAN 1;In;0x101;318;371.6041;8;F1;0C;D8;04;9C;FE;20;41;0.1132
CAN 1;In;0x201;318;371.6048;8;F1;0C;AF;00;17;FF;02;00;0.1133
CAN 1;In;0x101;319;371.7167;8;F1;0C;24;05;98;FE;B4;40;0.1127
CAN 1;In;0x201;319;371.7174;8;F1;0C;8E;00;23;FF;F9;FF;0.1126
CAN 1;In;0x201;320;371.8425;8;F1;0C;98;00;0C;FF;EF;FF;0.1250
CAN 1;In;0x101;320;371.8581;8;F1;0C;7C;05;6C;FE;D8;40;0.1414
CAN 1;In;0x101;321;371.9417;8;01;0D;E8;04;64;FE;F4;40;0.0836
CAN 1;In;0x201;321;371.9424;8;01;0D;A0;00;12;FF;F2;FF;0.1000
CAN 1;In;0x101;322;372.0547;8;00;0D;94;05;60;FE;50;41;0.1130
CAN 1;In;0x201;322;372.0555;8;00;0D;B6;00;2B;FF;EF;FF;0.1130
CAN 1;In;0x101;323;372.1676;8;F1;0C;50;05;60;FE;E0;40;0.1129
CAN 1;In;0x201;323;372.1684;8;F1;0C;9F;00;15;FF;E7;FF;0.1129
CAN 1;In;0x101;324;372.2807;8;01;0D;1C;05;54;FE;C0;40;0.1131
CAN 1;In;0x201;324;372.2925;8;01;0D;A2;00;1C;FF;E2;FF;0.1241
CAN 1;In;0x201;325;372.4020;8;F0;0C;B0;00;20;FF;C1;FF;0.1095
CAN 1;In;0x101;325;372.4020;8;F0;0C;68;05;D8;FF;F4;40;0.1213
CAN 1;In;0x101;326;372.4926;8;F0;0C;54;04;34;FF;F8;40;0.0906
CAN 1;In;0x201;326;372.4933;8;F0;0C;B3;00;17;FF;F2;FF;0.0913
CAN 1;In;0x101;327;372.6056;8;F1;0C;F0;04;E0;FE;04;41;0.1130
CAN 1;In;0x201;327;372.6064;8;F1;0C;83;00;20;FF;F1;FF;0.1131
CAN 1;In;0x101;328;372.7185;8;F0;0C;00;05;B0;FE;A8;41;0.1130
CAN 1;In;0x201;328;372.7191;8;F0;0C;9D;00;12;FF;D3;FF;0.1127
CAN 1;In;0x101;329;372.8314;8;F1;0C;D8;04;88;FE;3C;41;0.1129
CAN 1;In;0x201;329;372.8322;8;F1;0C;8E;00;17;FF;EB;FF;0.1131
CAN 1;In;0x101;330;372.9447;8;F1;0C;2C;05;30;FE;60;40;0.1133
CAN 1;In;0x201;330;372.9454;8;F1;0C;C1;00;10;FF;E7;FF;0.1132
CAN 1;In;0x101;331;373.0577;8;F0;0C;1C;05;90;FE;58;40;0.1130
CAN 1;In;0x201;331;373.0584;8;F0;0C;A7;00;22;FF;E8;FF;0.1130
CAN 1;In;0x101;332;373.1709;8;01;0D;14;05;64;FE;10;41;0.1131
CAN 1;In;0x201;332;373.1713;8;01;0D;A3;00;20;FF;00;00;0.1129
CAN 1;In;0x101;333;373.2837;8;F0;0C;0C;05;B0;FE;70;40;0.1129
CAN 1;In;0x201;333;373.2842;8;F0;0C;95;00;18;FF;F1;FF;0.1129
CAN 1;In;0x101;334;373.3966;8;00;0D;00;05;B4;FE;B4;40;0.1129
CAN 1;In;0x201;334;373.3973;8;00;0D;A4;00;0F;FF;EC;FF;0.1131
CAN 1;In;0x101;335;373.5094;8;F0;0C;40;05;F0;FE;5C;41;0.1128
CAN 1;In;0x201;335;373.5102;8;F0;0C;9F;00;27;FF;F1;FF;0.1129
CAN 1;In;0x101;336;373.6225;8;F1;0C;30;05;90;FE;A8;40;0.1131
CAN 1;In;0x201;336;373.6489;8;F1;0C;90;00;FD;FE;E6;FF;0.1387
CAN 1;In;0x201;337;373.7344;8;01;0D;9A;00;23;FF;F0;FF;0.0855
CAN 1;In;0x101;337;373.7461;8;01;0D;E8;04;BC;FE;F8;40;0.1236
CAN 1;In;0x201;338;373.8445;8;F0;0C;A1;00;18;FF;EB;FF;0.1101
CAN 1;In;0x101;338;373.8445;8;F0;0C;34;05;E8;FE;A0;40;0.0984
CAN 1;In;0x101;339;373.9463;8;F0;0C;10;05;30;FE;84;40;0.1018
CAN 1;In;0x201;339;373.9470;8;F0;0C;B9;00;26;FF;E6;FF;0.1025
CAN 1;In;0x101;340;374.0594;8;F0;0C;08;05;80;FE;CC;40;0.1131
CAN 1;In;0x201;340;374.0601;8;F0;0C;8E;00;28;FF;ED;FF;0.1131
CAN 1;In;0x101;341;374.1722;8;F0;0C;3C;05;B0;FE;D8;40;0.1128
CAN 1;In;0x201;341;374.1730;8;F0;0C;AB;00;0E;FF;DD;FF;0.1129
CAN 1;In;0x101;342;374.2854;8;F1;0C;14;05;4C;FE;4C;41;0.1132
CAN 1;In;0x201;342;374.2861;8;F1;0C;9E;00;08;FF;E9;FF;0.1131
CAN 1;In;0x101;343;374.3981;8;00;0D;88;05;B0;FE;F4;40;0.1128
CAN 1;In;0x201;343;374.3988;8;00;0D;8C;00;14;FF;F4;FF;0.1127
CAN 1;In;0x101;344;374.5112;8;F1;0C;2C;05;8C;FE;F0;40;0.1131
CAN 1;In;0x201;344;374.5119;8;F1;0C;A7;00;08;FF;FA;FF;0.1131
CAN 1;In;0x101;345;374.6242;8;F1;0C;40;05;C8;FE;68;40;0.1130
CAN 1;In;0x201;345;374.6251;8;F1;0C;B0;00;18;FF;EE;FF;0.1132
CAN 1;In;0x101;346;374.7370;8;F0;0C;18;05;2C;FE;54;41;0.1129
CAN 1;In;0x201;346;374.7378;8;F0;0C;9F;00;1D;FF;EB;FF;0.1127
CAN 1;In;0x101;347;374.8501;8;F1;0C;14;05;9C;FE;B8;40;0.1131
CAN 1;In;0x201;347;374.8509;8;F1;0C;71;00;02;FF;F5;FF;0.1131
CAN 1;In;0x101;348;374.9634;8;F1;0C;9C;05;44;FE;C8;40;0.1133
CAN 1;In;0x201;348;374.9639;8;F1;0C;34;00;17;FF;F1;FF;0.1131
CAN 1;In;0x101;349;375.0760;8;F1;0C;40;05;98;FE;10;41;0.1126
CAN 1;In;0x201;349;375.0767;8;F1;0C;77;00;0D;FF;F0;FF;0.1128
CAN 1;In;0x101;350;375.1891;8;F1;0C;74;05;50;FE;08;41;0.1131
CAN 1;In;0x201;350;375.2000;8;F1;0C;20;00;1A;FF;D4;FF;0.1233
CAN 1;In;0x101;351;375.2940;8;F1;0C;F8;04;54;FE;D0;40;0.1049
CAN 1;In;0x201;351;375.3099;8;F1;0C;8F;00;0D;FF;ED;FF;0.1099
CAN 1;In;0x201;352;375.4049;8;F1;0C;67;00;29;FF;F3;FF;0.0950
CAN 1;In;0x101;352;375.4202;8;F1;0C;30;05;58;FE;F0;40;0.1261
CAN 1;In;0x201;353;375.5113;8;F1;0C;77;00;13;FF;EA;FF;0.1064
CAN 1;In;0x101;353;375.5269;8;F1;0C;80;05;C0;FE;CC;40;0.1067
CAN 1;In;0x201;354;375.6332;8;F1;0C;85;00;08;FF;E4;FF;0.1219
CAN 1;In;0x101;354;375.6337;8;F1;0C;E0;04;AC;FE;D8;40;0.1067
CAN 1;In;0x101;355;375.7199;8;00;0D;70;05;1C;FE;08;41;0.0863
CAN 1;In;0x201;355;375.7207;8;00;0D;C4;00;1B;FF;F3;FF;0.0875
CAN 1;In;0x101;356;375.8329;8;F1;0C;3C;05;A8;FE;CC;40;0.1129
CAN 1;In;0x201;356;375.8335;8;F1;0C;B6;00;00;FF;E9;FF;0.1128
CAN 1;In;0x201;357;375.9621;8;01;0D;76;00;09;FF;EE;FF;0.1286
CAN 1;In;0x101;357;375.9784;8;01;0D;84;04;80;FE;D4;40;0.1455
CAN 1;In;0x101;358;376.0581;8;F1;0C;00;05;38;FE;D4;40;0.0797
CAN 1;In;0x201;358;376.0588;8;F1;0C;BA;00;0D;FF;F7;FF;0.0967
CAN 1;In;0x101;359;376.1708;8;F1;0C;FC;04;90;FE;DC;40;0.1127
CAN 1;In;0x201;359;376.1714;8;F1;0C;BC;00;0C;FF;E9;FF;0.1126
CAN 1;In;0x101;360;376.2839;8;01;0D;14;05;94;FE;AC;40;0.1131
CAN 1;In;0x201;360;376.2846;8;01;0D;A7;00;12;FF;F6;FF;0.1132
CAN 1;In;0x101;361;376.3968;8;F0;0C;20;05;B8;FE;C4;40;0.1129
CAN 1;In;0x201;361;376.3975;8;F0;0C;94;00;08;FF;F7;FF;0.1129
CAN 1;In;0x101;362;376.5099;8;00;0D;A8;04;60;FE;D4;40;0.1131
CAN 1;In;0x201;362;376.5103;8;00;0D;92;00;13;FF;F0;FF;0.1128
CAN 1;In;0x101;363;376.6226;8;F0;0C;B8;04;98;FE;0C;41;0.1127
CAN 1;In;0x201;363;376.6236;8;F0;0C;A7;00;22;FF;F1;FF;0.1133
CAN 1;In;0x101;364;376.7357;8;F1;0C;5C;05;7C;FE;5C;40;0.1130
CAN 1;In;0x201;364;376.7364;8;F1;0C;C3;00;13;FF;FF;FF;0.1128
CAN 1;In;0x101;365;376.8487;8;F0;0C;14;05;54;FE;B4;40;0.1130
CAN 1;In;0x201;365;376.8495;8;F0;0C;79;00;16;FF;EB;FF;0.1131
CAN 1;In;0x101;366;376.9616;8;F1;0C;48;05;54;FE;C8;40;0.1130
CAN 1;In;0x201;366;376.9624;8;F1;0C;94;00;15;FF;E7;FF;0.1130
CAN 1;In;0x101;367;377.0747;8;F1;0C;BC;04;68;FE;C8;40;0.1131
CAN 1;In;0x201;367;377.0754;8;F1;0C;A6;00;29;FF;EB;FF;0.1130
CAN 1;In;0x101;368;377.1876;8;01;0D;1C;05;3C;FE;2C;41;0.1128
CAN 1;In;0x201;368;377.1883;8;01;0D;AC;00;15;FF;E6;FF;0.1128
CAN 1;In;0x101;369;377.3007;8;F1;0C;DC;04;64;FE;CC;40;0.1131
CAN 1;In;0x201;369;377.3117;8;F1;0C;AE;00;15;FF;01;00;0.1234
CAN 1;In;0x101;370;377.4057;8;01;0D;68;05;24;FE;04;41;0.1050
CAN 1;In;0x201;370;377.4213;8;01;0D;97;00;18;FF;D9;FF;0.1097
CAN 1;In;0x201;371;377.5180;8;F1;0C;A5;00;17;FF;F1;FF;0.0967
CAN 1;In;0x101;371;377.5337;8;F1;0C;48;05;B0;FE;08;41;0.1281
CAN 1;In;0x101;372;377.6176;8;F1;0C;A0;04;54;FE;24;41;0.0838
CAN 1;In;0x201;372;377.6183;8;F1;0C;B6;00;0A;FF;F2;FF;0.1003
CAN 1;In;0x101;373;377.7307;8;F1;0C;4C;05;88;FE;98;40;0.1131
CAN 1;In;0x201;373;377.7311;8;F1;0C;B3;00;17;FF;05;00;0.1128
CAN 1;In;0x101;374;377.8435;8;01;0D;10;05;34;FE;4C;41;0.1128
CAN 1;In;0x201;374;377.8442;8;01;0D;89;00;17;FF;F6;FF;0.1131
CAN 1;In;0x201;375;377.9684;8;F1;0C;8D;00;1B;FF;F1;FF;0.1242
CAN 1;In;0x101;375;377.9840;8;F1;0C;4C;05;18;FE;54;40;0.1405
CAN 1;In;0x101;376;378.0686;8;F1;0C;50;05;84;FE;50;41;0.0846
CAN 1;In;0x201;376;378.0938;8;F1;0C;AA;00;21;FF;F4;FF;0.1254
CAN 1;In;0x101;377;378.1736;8;F0;0C;50;05;2C;FE;BC;40;0.1051
CAN 1;In;0x201;377;378.1741;8;F0;0C;A9;00;12;FF;EA;FF;0.0803
CAN 1;In;0x101;378;378.2863;8;F0;0C;0C;05;88;FE;64;40;0.1126
CAN 1;In;0x201;378;378.2871;8;F0;0C;B6;00;0E;FF;E5;FF;0.1130
CAN 1;In;0x101;379;378.3995;8;F1;0C;20;05;40;FE;7C;41;0.1132
CAN 1;In;0x201;379;378.4002;8;F1;0C;BD;00;12;FF;07;00;0.1131
CAN 1;In;0x101;380;378.5125;8;F1;0C;54;05;FC;FD;F4;40;0.1130
CAN 1;In;0x201;380;378.5132;8;F1;0C;A3;00;15;FF;E4;FF;0.1130
CAN 1;In;0x101;381;378.6253;8;01;0D;D4;04;40;FE;7C;40;0.1128
CAN 1;In;0x201;381;378.6260;8;01;0D;9A;00;0D;FF;FA;FF;0.1128
CAN 1;In;0x101;382;378.7382;8;00;0D;2C;05;2C;FE;C0;40;0.1130
CAN 1;In;0x201;382;378.7389;8;00;0D;A8;00;14;FF;E7;FF;0.1129
CAN 1;In;0x101;383;378.8512;8;F1;0C;00;05;8C;FE;34;41;0.1130
CAN 1;In;0x201;383;378.8520;8;F1;0C;8E;00;2D;FF;EE;FF;0.1130
CAN 1;In;0x101;384;378.9641;8;F0;0C;54;05;74;FE;9C;40;0.1128
CAN 1;In;0x201;384;378.9648;8;F0;0C;93;00;19;FF;FB;FF;0.1128
CAN 1;In;0x101;385;379.0771;8;F0;0C;E0;04;08;FE;40;41;0.1131
CAN 1;In;0x201;385;379.0779;8;F0;0C;81;00;0C;FF;E8;FF;0.1131
CAN 1;In;0x101;386;379.1904;8;F1;0C;1C;05;34;FE;E4;40;0.1132
CAN 1;In;0x201;386;379.1907;8;F1;0C;A4;00;24;FF;EE;FF;0.1128
CAN 1;In;0x101;387;379.3030;8;F1;0C;C8;04;1C;FE;88;40;0.1127
CAN 1;In;0x201;387;379.3038;8;F1;0C;A8;00;24;FF;EE;FF;0.1131
CAN 1;In;0x101;388;379.4162;8;F0;0C;14;05;68;FE;94;40;0.1132
CAN 1;In;0x201;388;379.4170;8;F0;0C;99;00;2C;FF;E7;FF;0.1132
CAN 1;In;0x101;389;379.5291;8;F0;0C;60;05;40;FE;CC;40;0.1129
CAN 1;In;0x201;389;379.5297;8;F0;0C;9D;00;0F;FF;F0;FF;0.1127
CAN 1;In;0x101;390;379.6422;8;F0;0C;30;05;5C;FE;60;41;0.1131
CAN 1;In;0x201;390;379.6429;8;F0;0C;FA;00;1D;FF;FA;FF;0.1131
CAN 1;In;0x101;391;379.7552;8;F0;0C;D4;04;50;FE;BC;41;0.1130
CAN 1;In;0x201;391;379.7559;8;F0;0C;45;FD;0F;FF;E4;FF;0.1130
CAN 1;In;0x101;392;379.8680;8;00;0D;38;05;80;FE;B0;41;0.1129
CAN 1;In;0x201;392;379.8688;8;00;0D;27;FF;09;FF;EF;FF;0.1129
CAN 1;In;0x201;393;380.0092;8;01;0D;5C;00;1F;FF;DF;FF;0.1405
CAN 1;In;0x101;393;380.0094;8;01;0D;E4;04;60;FE;C4;40;0.1413
CAN 1;In;0x101;394;380.0929;8;F0;0C;D4;04;68;FE;2C;40;0.0835
CAN 1;In;0x201;394;380.0936;8;F0;0C;6E;00;21;FF;F2;FF;0.0843
CAN 1;In;0x101;395;380.2059;8;00;0D;EC;04;A8;FD;B0;40;0.1130
CAN 1;In;0x201;395;380.2066;8;00;0D;D0;00;11;FF;E8;FF;0.1130
CAN 1;In;0x101;396;380.3189;8;00;0D;20;05;8C;FE;80;40;0.1130
CAN 1;In;0x201;396;380.3196;8;00;0D;80;00;1A;FF;F1;FF;0.1129
CAN 1;In;0x101;397;380.4319;8;00;0D;B4;04;64;FE;FC;40;0.1130
CAN 1;In;0x201;397;380.4326;8;00;0D;B5;00;0B;FF;FB;FF;0.1130
CAN 1;In;0x101;398;380.5448;8;F1;0C;40;05;F0;FD;70;40;0.1130
CAN 1;In;0x201;398;380.5457;8;F1;0C;B1;00;14;FF;EF;FF;0.1131
CAN 1;In;0x101;399;380.6581;8;F1;0C;14;05;30;FE;98;40;0.1133
CAN 1;In;0x201;399;380.6588;8;F1;0C;AA;00;0C;FF;EA;FF;0.1131
CAN 1;In;0x101;400;380.7708;8;F0;0C;EC;04;84;FE;10;41;0.1127
CAN 1;In;0x201;400;380.7716;8;F0;0C;B0;00;24;FF;FF;FF;0.1127
CAN 1;In;0x101;401;380.8838;8;F0;0C;B4;04;A0;FE;E4;40;0.1130
CAN 1;In;0x201;401;380.8845;8;F0;0C;C9;00;1A;FF;F0;FF;0.1129
CAN 1;In;0x101;402;380.9968;8;01;0D;24;05;64;FE;B0;40;0.1130
CAN 1;In;0x201;402;380.9976;8;01;0D;8C;00;25;FF;02;00;0.1130
CAN 1;In;0x101;403;381.1097;8;F1;0C;98;04;70;FE;E4;40;0.1128
CAN 1;In;0x201;403;381.1103;8;F1;0C;87;00;06;FF;E9;FF;0.1128
CAN 1;In;0x101;404;381.2226;8;F1;0C;D4;04;F8;FD;CC;40;0.1130
CAN 1;In;0x201;404;381.2234;8;F1;0C;70;00;15;FF;FF;FF;0.1130
CAN 1;In;0x101;405;381.3357;8;F1;0C;00;05;48;FE;EC;40;0.1130
CAN 1;In;0x201;405;381.3365;8;F1;0C;A7;00;06;FF;F7;FF;0.1131
CAN 1;In;0x101;406;381.4488;8;F0;0C;F0;04;10;FE;34;41;0.1132
CAN 1;In;0x201;406;381.4497;8;F0;0C;A9;00;19;FF;03;00;0.1132
CAN 1;In;0x101;407;381.5615;8;00;0D;E0;04;84;FE;10;41;0.1127
CAN 1;In;0x201;407;381.5698;8;00;0D;9B;00;28;FF;E6;FF;0.1202
